Matavo anoniminis tinginys

Usd,Isd
V,A
 ,Usg=4.40E+0V,Usg=4.47E+0V,Usg=4.54E+0V,Usg=4.62E+0V,Usg=4.69E+0V,Usg=4.76E+0V,Usg=4.83E+0V
6.43939E-1,1.32640E-3,2.30133E-3,3.94108E-3,6.60333E-3,1.07995E-2,1.70950E-2,2.58571E-2
6.56566E-1,1.32906E-3,2.30646E-3,3.95027E-3,6.61883E-3,1.08280E-2,1.71501E-2,2.59577E-2
6.69192E-1,1.33171E-3,2.31124E-3,3.95868E-3,6.63457E-3,1.08563E-2,1.72027E-2,2.60568E-2
6.81818E-1,1.33437E-3,2.31594E-3,3.96732E-3,6.65008E-3,1.08837E-2,1.72518E-2,2.61507E-2
6.94444E-1,1.33691E-3,2.32025E-3,3.97557E-3,6.66470E-3,1.09117E-2,1.73015E-2,2.62428E-2
7.07071E-1,1.33936E-3,2.32495E-3,3.98361E-3,6.67985E-3,1.09380E-2,1.73495E-2,2.63280E-2
7.19697E-1,1.34186E-3,2.32906E-3,3.99207E-3,6.69439E-3,1.09637E-2,1.73962E-2,2.64148E-2
7.32323E-1,1.34425E-3,2.33317E-3,3.99978E-3,6.70942E-3,1.09889E-2,1.74387E-2,2.64977E-2
7.44949E-1,1.34662E-3,2.33737E-3,4.00751E-3,6.72217E-3,1.10146E-2,1.74821E-2,2.65797E-2
7.57576E-1,1.34919E-3,2.34148E-3,4.01543E-3,6.73670E-3,1.10389E-2,1.75262E-2,2.66586E-2
7.70202E-1,1.35151E-3,2.34627E-3,4.02358E-3,6.74933E-3,1.10619E-2,1.75678E-2,2.67393E-2
7.82828E-1,1.35379E-3,2.34969E-3,4.03085E-3,6.76357E-3,1.10859E-2,1.76088E-2,2.68149E-2
7.95455E-1,1.35579E-3,2.35375E-3,4.03848E-3,6.77637E-3,1.11087E-2,1.76493E-2,2.68910E-2
8.08081E-1,1.35806E-3,2.35793E-3,4.04549E-3,6.79010E-3,1.11318E-2,1.76887E-2,2.69620E-2
8.20707E-1,1.36021E-3,2.36181E-3,4.05273E-3,6.80299E-3,1.11531E-2,1.77272E-2,2.70345E-2
8.33333E-1,1.36229E-3,2.36574E-3,4.05941E-3,6.81452E-3,1.11731E-2,1.77652E-2,2.71011E-2
8.45960E-1,1.36434E-3,2.36942E-3,4.06624E-3,6.82652E-3,1.11940E-2,1.78025E-2,2.71688E-2
8.58586E-1,1.36651E-3,2.37316E-3,4.07320E-3,6.83816E-3,1.12152E-2,1.78399E-2,2.72316E-2
8.71212E-1,1.36859E-3,2.37692E-3,4.07954E-3,6.85026E-3,1.12361E-2,1.78734E-2,2.72982E-2
8.83838E-1,1.37053E-3,2.38059E-3,4.08575E-3,6.86190E-3,1.12576E-2,1.79075E-2,2.73591E-2
8.96465E-1,1.37262E-3,2.38415E-3,4.09216E-3,6.87326E-3,1.12782E-2,1.79417E-2,2.74212E-2
9.09091E-1,1.37467E-3,2.38761E-3,4.09896E-3,6.88543E-3,1.12985E-2,1.79765E-2,2.74833E-2
9.21717E-1,1.37650E-3,2.39137E-3,4.10555E-3,6.89648E-3,1.13177E-2,1.80093E-2,2.75398E-2
9.34343E-1,1.37845E-3,2.39444E-3,4.11180E-3,6.90746E-3,1.13358E-2,1.80407E-2,2.75987E-2
9.46970E-1,1.38042E-3,2.39809E-3,4.11774E-3,6.91828E-3,1.13545E-2,1.80750E-2,2.76558E-2
9.59596E-1,1.38228E-3,2.40172E-3,4.12401E-3,6.92888E-3,1.13731E-2,1.81078E-2,2.77129E-2
9.72222E-1,1.38397E-3,2.40525E-3,4.12984E-3,6.93928E-3,1.13938E-2,1.81395E-2,2.77661E-2
9.84848E-1,1.38587E-3,2.40805E-3,4.13605E-3,6.94976E-3,1.14108E-2,1.81710E-2,2.78192E-2
9.97475E-1,1.38776E-3,2.41131E-3,4.14214E-3,6.95991E-3,1.14282E-2,1.82019E-2,2.78717E-2
1.01010E+0,1.38940E-3,2.41454E-3,4.14835E-3,6.96933E-3,1.14472E-2,1.82316E-2,2.79212E-2
1.02273E+0,1.39129E-3,2.41808E-3,4.15431E-3,6.97968E-3,1.14648E-2,1.82637E-2,2.79743E-2
1.03535E+0,1.39292E-3,2.42145E-3,4.15957E-3,6.98858E-3,1.14815E-2,1.82910E-2,2.80236E-2
1.04798E+0,1.39467E-3,2.42460E-3,4.16503E-3,6.99853E-3,1.14979E-2,1.83208E-2,2.80727E-2
1.06061E+0,1.39640E-3,2.42762E-3,4.17084E-3,7.00827E-3,1.15143E-2,1.83494E-2,2.81198E-2
1.07323E+0,1.39811E-3,2.43076E-3,4.17604E-3,7.01791E-3,1.15315E-2,1.83788E-2,2.81682E-2
1.08586E+0,1.39981E-3,2.43361E-3,4.18165E-3,7.02638E-3,1.15484E-2,1.84064E-2,2.82154E-2
1.09848E+0,1.40159E-3,2.43644E-3,4.18647E-3,7.03630E-3,1.15639E-2,1.84336E-2,2.82591E-2
1.11111E+0,1.40321E-3,2.43960E-3,4.19144E-3,7.04510E-3,1.15797E-2,1.84598E-2,2.83033E-2
1.12374E+0,1.40464E-3,2.44262E-3,4.19729E-3,7.05389E-3,1.15956E-2,1.84880E-2,2.83456E-2
1.13636E+0,1.40634E-3,2.44580E-3,4.20224E-3,7.06371E-3,1.16108E-2,1.85135E-2,2.83901E-2
1.14899E+0,1.40808E-3,2.44868E-3,4.20730E-3,7.07289E-3,1.16266E-2,1.85407E-2,2.84350E-2
1.16162E+0,1.40959E-3,2.45164E-3,4.21170E-3,7.08167E-3,1.16417E-2,1.85651E-2,2.84763E-2
1.17424E+0,1.41115E-3,2.45451E-3,4.21689E-3,7.09048E-3,1.16554E-2,1.85915E-2,2.85192E-2
1.18687E+0,1.41274E-3,2.45716E-3,4.22251E-3,7.09935E-3,1.16697E-2,1.86164E-2,2.85610E-2
1.19949E+0,1.41427E-3,2.45991E-3,4.22730E-3,7.10745E-3,1.16835E-2,1.86418E-2,2.86027E-2
1.21212E+0,1.41568E-3,2.46290E-3,4.23163E-3,7.11679E-3,1.16981E-2,1.86645E-2,2.86463E-2
1.22475E+0,1.41711E-3,2.46563E-3,4.23698E-3,7.12515E-3,1.17128E-2,1.86900E-2,2.86861E-2
1.23737E+0,1.41874E-3,2.46826E-3,4.24167E-3,7.13349E-3,1.17265E-2,1.87143E-2,2.87278E-2
1.25000E+0,1.42020E-3,2.47083E-3,4.24632E-3,7.14177E-3,1.17396E-2,1.87387E-2,2.87679E-2
